t,ax,ay,az,vl,vm,vn
15596.0,0.0248,0.0001,1.0076,3.8452,-4.1504,-1.8311
15606.0,0.0251,0.0017,1.0085,3.8452,-4.1504,-1.8311
15616.0,0.024,-0.0001,1.0134,3.9062,-4.0894,-2.0142
15625.0,0.0262,-0.0024,1.0074,3.9673,-4.1504,-2.0142
15635.0,0.0239,0.0033,1.0123,3.9673,-4.2114,-2.0752
15645.0,0.0245,-0.0026,1.0104,3.9062,-4.2725,-2.1362
15655.0,0.0249,-0.0057,1.0101,3.9673,-4.2725,-2.1362
15665.0,0.0244,-0.0026,1.0068,4.0283,-4.2114,-2.0142
15674.0,0.0245,0.0029,1.0114,3.9062,-4.2114,-1.8311
15684.0,0.0255,-0.0037,1.0095,3.9673,-4.2114,-1.9531
15694.0,0.024,0.0,1.0125,4.0283,-4.2114,-2.1362
15703.0,0.025,-0.0038,1.0103,4.0283,-4.1504,-2.1973
15713.0,0.0239,-0.0012,1.0083,4.0894,-4.2114,-2.0752
15723.0,0.0248,0.0016,1.0128,4.0283,-4.2114,-2.0752
15732.0,0.0247,-0.0055,1.0115,4.0283,-4.2725,-2.1362
15742.0,0.0239,-0.0043,1.0121,3.9062,-4.0894,-1.9531
15752.0,0.024,-0.0039,1.0103,3.8452,-4.0283,-1.8921
15762.0,0.0251,-0.0001,1.0093,3.9062,-4.1504,-1.8921
15771.0,0.0242,0.0011,1.0125,3.9673,-4.1504,-1.8921
15781.0,0.0264,-0.0037,1.0092,3.9673,-4.1504,-1.9531
15791.0,0.0238,-0.001,1.0076,4.0283,-4.2114,-2.1973
15800.0,0.0239,-0.0007,1.0146,3.9673,-4.1504,-2.0752
15810.0,0.0249,-0.0031,1.01,3.9062,-4.1504,-2.0142
15820.0,0.025,-0.0038,1.01,3.9673,-4.1504,-2.0142
15830.0,0.0229,-0.0029,1.0076,3.9673,-4.0894,-2.0752
15839.0,0.0244,-0.002,1.0077,3.8452,-4.1504,-1.8921
15849.0,0.0254,0.0016,1.0129,3.7231,-4.1504,-1.8311
15859.0,0.0256,-0.0033,1.009,3.9673,-4.1504,-2.0142
15868.0,0.0254,-0.004,1.0104,4.0283,-4.2725,-2.1362
15878.0,0.0237,-0.0024,1.0079,3.9673,-4.1504,-1.9531
15888.0,0.0247,0.0027,1.0116,3.7842,-4.0894,-1.77
15898.0,0.0249,-0.0029,1.0101,3.9062,-4.1504,-2.0142
15907.0,0.0242,-0.0013,1.0073,3.9673,-4.2114,-2.0752
15917.0,0.024,0.0002,1.0125,3.9673,-4.2114,-2.0752
15927.0,0.0248,-0.0039,1.0116,3.9673,-4.1504,-2.0142
15936.0,0.0247,-0.0049,1.01,3.9062,-4.1504,-2.0142
15946.0,0.0254,-0.0027,1.012,3.9062,-4.2114,-1.8311
15956.0,0.0254,-0.0045,1.0104,3.9062,-4.2114,-1.9531
15966.0,0.0244,0.0006,1.0132,3.9062,-4.2114,-2.0142
15975.0,0.0247,-0.004,1.0111,3.9673,-4.0894,-2.0142
15985.0,0.0243,-0.0001,1.0116,3.9062,-4.1504,-2.0752
15995.0,0.0256,-0.0028,1.0101,4.0283,-4.2725,-2.1362
16004.0,0.0247,-0.0038,1.0088,4.0283,-4.1504,-2.1362
16014.0,0.025,-0.001,1.0068,3.9673,-4.2114,-2.0142
16024.0,0.0249,-0.0037,1.0094,3.9062,-4.1504,-1.8311
16034.0,0.0247,-0.0022,1.007,3.9673,-4.1504,-1.8921
16044.0,0.0247,0.0012,1.012,3.9062,-4.0894,-1.8921
16053.0,0.0228,-0.0039,1.0117,4.0283,-4.1504,-2.0752
16063.0,0.0239,-0.0031,1.009,4.0283,-4.2114,-2.1362
16073.0,0.0242,0.0021,1.012,3.9062,-4.1504,-2.0142
16082.0,0.0256,-0.0029,1.0088,3.9062,-4.2114,-1.8311
16092.0,0.0249,-0.0037,1.0116,3.9062,-4.1504,-1.8921
16102.0,0.024,-0.0029,1.0074,3.9062,-4.1504,-2.0752
16111.0,0.0248,0.0016,1.0089,3.8452,-4.2114,-2.0142
16121.0,0.0242,-0.0006,1.0146,3.8452,-4.0894,-1.9531
16131.0,0.0251,-0.0029,1.0127,3.9062,-4.2114,-2.0142
16141.0,0.0269,-0.0046,1.0098,4.0283,-4.1504,-2.0752
16150.0,0.025,-0.0043,1.0104,3.9673,-4.0894,-1.9531
16160.0,0.0245,-0.0013,1.0078,3.7842,-4.1504,-1.8921
16170.0,0.024,0.0009,1.0132,3.9062,-4.1504,-1.9531
16179.0,0.025,-0.004,1.0095,3.9062,-4.0894,-2.0142
16189.0,0.0238,0.0,1.0125,3.9062,-4.1504,-2.0142
16199.0,0.0259,-0.0049,1.011,3.8452,-4.0894,-2.0142
16209.0,0.0254,-0.0048,1.0084,3.9673,-4.1504,-2.0142
16218.0,0.0251,-0.0016,1.0079,3.9062,-4.0894,-2.0142
16228.0,0.0233,0.0024,1.0127,3.9062,-4.1504,-2.0142
16238.0,0.0265,-0.0039,1.0098,3.9673,-4.1504,-2.0752
16247.0,0.0239,-0.0007,1.0131,3.9062,-4.1504,-1.9531
16257.0,0.0222,0.0004,1.0137,3.9062,-4.0894,-2.0142
16267.0,0.0229,0.0016,1.0129,3.9673,-4.2114,-2.1362
16277.0,0.0253,0.0011,1.0095,4.0894,-4.1504,-2.0142
16286.0,0.0236,-0.0022,1.0065,4.0283,-4.1504,-2.0142
16296.0,0.0238,0.0013,1.0071,3.8452,-4.0894,-1.8921
16306.0,0.025,0.0005,1.0089,3.9062,-4.0894,-1.9531
16316.0,0.0242,0.0005,1.0074,3.8452,-4.0894,-2.0142
16325.0,0.0233,-0.0034,1.0096,3.9062,-4.2114,-2.0142
16335.0,0.0245,-0.0043,1.0101,3.9673,-4.1504,-1.9531
16345.0,0.0247,-0.0011,1.0129,3.9062,-4.0283,-2.0142
16355.0,0.0234,-0.0043,1.0121,3.9062,-4.2114,-2.0752
16364.0,0.0234,-0.0044,1.0103,3.9062,-4.1504,-2.0752
16374.0,0.0254,-0.0045,1.009,3.8452,-4.0894,-1.8921
16384.0,0.0264,-0.0043,1.0096,3.9062,-4.2114,-1.8921
16393.0,0.025,-0.0046,1.0105,3.9673,-4.1504,-2.0142
16403.0,0.0244,-0.0021,1.0078,3.9673,-4.1504,-1.8921
16413.0,0.0245,-0.0002,1.0076,3.8452,-4.1504,-1.8921
16422.0,0.0247,0.0,1.0074,3.9062,-4.1504,-1.8921
16432.0,0.0244,-0.0032,1.0104,3.8452,-4.1504,-1.9531
16442.0,0.0258,-0.0049,1.0099,3.9062,-4.0894,-1.9531
16452.0,0.0242,-0.001,1.0082,3.9062,-4.1504,-2.0142
16461.0,0.0247,-0.0048,1.0103,3.9062,-4.1504,-2.0142
16471.0,0.025,0.0006,1.0094,3.9673,-4.2725,-2.0752
16481.0,0.0255,-0.0031,1.009,3.9673,-4.1504,-2.1362
16490.0,0.0256,-0.0037,1.0098,4.0283,-4.2114,-2.0752
16500.0,0.0236,-0.0016,1.0072,4.0283,-4.2114,-2.0752
16510.0,0.0258,0.002,1.0098,3.8452,-4.1504,-1.8921
16520.0,0.0255,0.0018,1.0071,3.8452,-4.1504,-1.9531
16529.0,0.0243,-0.0039,1.0098,3.8452,-4.1504,-2.0752
16539.0,0.0247,-0.0037,1.0109,4.0283,-4.2114,-2.0142
16549.0,0.0244,-0.0005,1.0088,3.9673,-4.2114,-1.8921
16558.0,0.0262,-0.0038,1.009,3.9062,-4.1504,-1.9531
16568.0,0.0247,-0.0048,1.0098,3.9673,-4.1504,-2.0752
16578.0,0.0243,-0.0007,1.0068,3.9673,-4.2114,-2.0752
16587.0,0.0239,-0.0038,1.0114,3.8452,-4.0894,-1.9531
16597.0,0.0253,-0.0044,1.0093,3.9673,-4.0894,-1.9531
16607.0,0.0261,-0.0013,1.0122,3.8452,-4.2114,-1.8921
16617.0,0.0259,-0.0046,1.0095,3.9062,-4.1504,-1.9531
16626.0,0.0258,-0.0021,1.012,3.9673,-4.2114,-2.1362
16636.0,0.0234,-0.001,1.0127,4.0283,-4.1504,-2.1362
16646.0,0.0247,-0.0023,1.0092,4.0894,-4.2725,-2.1362
16655.0,0.0254,-0.0037,1.0082,4.0283,-4.2114,-2.1362
16665.0,0.0239,-0.0007,1.0056,3.9673,-4.0894,-2.0142
16675.0,0.0242,0.0007,1.0133,3.9673,-4.1504,-2.0142
16685.0,0.0249,-0.0032,1.0101,3.9673,-4.1504,-2.0142
16695.0,0.0264,-0.0042,1.0084,4.0283,-4.2114,-2.0752
16704.0,0.0256,-0.005,1.0099,4.0283,-4.2114,-2.0752
16714.0,0.0245,-0.0021,1.0062,3.9673,-4.2114,-2.0752
16723.0,0.0242,-0.0006,1.007,3.9062,-4.2114,-1.9531
16733.0,0.0236,0.002,1.0098,3.7842,-4.0283,-2.0142
16743.0,0.0242,0.0007,1.0143,3.9062,-4.0894,-2.1362
16753.0,0.0267,-0.0026,1.009,3.9062,-4.1504,-2.0752
16763.0,0.0266,-0.0037,1.0096,4.0283,-4.2114,-2.0752
16772.0,0.0243,-0.0042,1.0094,4.0894,-4.0894,-2.0752
16782.0,0.0258,-0.0048,1.0101,3.8452,-4.0283,-1.9531
16792.0,0.0244,-0.0023,1.0077,3.8452,-4.1504,-1.8921
16802.0,0.0238,0.0017,1.0114,3.9673,-4.1504,-1.8921
16811.0,0.0251,-0.0035,1.0096,3.9062,-4.1504,-2.0142
16821.0,0.0234,-0.0056,1.0104,4.0283,-4.0894,-2.1362
16831.0,0.0245,-0.0052,1.012,4.0283,-4.1504,-1.9531
16840.0,0.022,-0.0002,1.0122,3.9062,-4.1504,-1.8311
16850.0,0.0245,-0.0034,1.0121,3.9673,-4.2725,-2.0752
16860.0,0.0251,-0.0037,1.0096,4.0283,-4.2114,-2.1973
16869.0,0.0264,-0.0049,1.0096,4.0283,-4.1504,-2.0142
16879.0,0.0269,-0.0049,1.01,4.0283,-4.1504,-2.0752
16889.0,0.0245,-0.0034,1.0094,3.9062,-4.1504,-1.9531
16899.0,0.0249,0.0001,1.0068,3.9062,-4.2114,-1.9531
16908.0,0.0251,0.0,1.0123,3.8452,-4.0894,-1.9531
16918.0,0.0247,-0.0032,1.0076,3.9062,-4.0894,-1.9531
16928.0,0.0256,-0.0006,1.0117,3.9062,-4.0894,-2.0142
16938.0,0.0267,-0.0038,1.0098,3.9062,-4.0894,-2.0142
16947.0,0.0245,-0.0033,1.0095,3.8452,-4.2114,-2.0142
16957.0,0.0239,0.0005,1.0114,3.7842,-4.0894,-1.8311
16967.0,0.0253,-0.0033,1.011,3.8452,-4.0283,-1.9531
16976.0,0.0247,0.0001,1.0096,4.0283,-4.2725,-2.1362
16986.0,0.0249,-0.0031,1.01,3.9673,-4.2114,-2.0752
16996.0,0.0249,-0.0016,1.0059,3.9673,-4.2114,-2.0142
17006.0,0.0251,0.0028,1.0093,3.9062,-4.2114,-2.0142
17015.0,0.0256,0.0022,1.0087,3.8452,-4.1504,-2.0142
17025.0,0.0236,0.0017,1.0126,3.9673,-4.2114,-2.0752
17035.0,0.0253,-0.0031,1.0096,3.9673,-4.1504,-2.0752
17044.0,0.0244,-0.0024,1.0071,3.9062,-4.2114,-2.1362
17054.0,0.0243,-0.0001,1.0127,3.9062,-4.1504,-2.0752
17064.0,0.0245,-0.0029,1.0106,4.0894,-4.1504,-2.1362
17073.0,0.0247,-0.0012,1.014,3.9673,-4.1504,-2.1973
17083.0,0.0233,0.0002,1.0134,3.9673,-4.2114,-2.1973
17093.0,0.0238,-0.0023,1.0122,4.0283,-4.2114,-2.1973
17103.0,0.0256,-0.004,1.0089,3.9673,-4.2114,-2.1973
17112.0,0.0243,-0.0032,1.0067,4.0894,-4.1504,-2.1973
17122.0,0.0228,-0.0004,1.0133,4.0283,-4.0894,-2.0752
17132.0,0.0243,-0.0018,1.0132,4.1504,-3.9673,-1.9531
17141.0,0.0242,-0.0033,1.0095,4.0283,-4.0894,-2.0752
17151.0,0.0272,-0.0032,1.009,4.0894,-4.1504,-2.0142
17161.0,0.0287,-0.0063,1.0099,4.0283,-4.2114,-2.1362
17170.0,0.0977,-0.015,1.0098,4.0894,-4.0894,-3.54
17180.0,0.0771,0.0105,1.0112,3.8452,-4.0894,-11.6577
17190.0,-0.0188,0.0009,1.011,3.8452,-4.1504,-17.0898
17200.0,-0.042,-0.0068,1.0103,3.9673,-3.9673,-10.498
17209.0,0.0129,-0.0029,1.0117,3.9673,-4.2725,-3.1128
17219.0,0.0231,-0.004,1.0122,3.9673,-4.3945,-1.5259
17229.0,0.0255,-0.0013,1.0095,4.0283,-4.4556,-1.5869
17239.0,0.028,0.0084,1.012,4.0283,-4.2725,-0.8545
17248.0,0.0248,-0.0046,1.0121,3.9062,-4.1504,0.6104
17258.0,0.0225,-0.006,1.0125,3.9062,-4.2114,0.8545
17268.0,0.0242,-0.0074,1.0099,3.9062,-4.5166,0.0
17277.0,0.0211,-0.011,1.0081,3.8452,-4.4556,-0.5493
17287.0,0.0259,0.0009,1.0095,3.7842,-4.5166,-1.5869
17297.0,0.0247,-0.0001,1.0128,3.9062,-4.3335,-1.9531
17307.0,0.0262,-0.0038,1.0099,3.9673,-4.3945,-2.1362
17316.0,0.0234,-0.0024,1.0065,3.9062,-4.2114,-2.0142
17326.0,0.0251,0.0016,1.0098,3.9062,-4.1504,-1.9531
17336.0,0.024,0.0027,1.0137,3.9673,-4.2725,-2.0142
17345.0,0.0236,-0.0038,1.0122,3.9673,-4.4556,-2.1973
17355.0,0.0251,-0.0002,1.0079,3.8452,-4.5166,-2.0752
17365.0,0.025,0.0001,1.0081,3.8452,-4.4556,-1.9531
17375.0,0.0259,-0.0006,1.0125,3.9062,-4.4556,-1.9531
17385.0,0.0254,-0.0029,1.0109,3.9673,-4.2725,-2.0142
17394.0,0.0247,-0.0033,1.0098,4.0894,-4.4556,-2.1973
17404.0,0.0256,0.0009,1.0128,4.0894,-4.3945,-2.1973
17414.0,0.0264,-0.0031,1.0084,4.0283,-4.3945,-2.3193
17423.0,0.0264,0.0017,1.0115,3.9673,-4.4556,-2.2583
17433.0,0.0261,-0.0037,1.0105,3.9673,-4.3945,-2.1973
17443.0,0.0264,0.0012,1.0129,4.1504,-4.3945,-2.2583
17452.0,0.0264,-0.0026,1.0081,4.1504,-4.3945,-2.3193
17462.0,0.0249,-0.0015,1.0107,4.0283,-4.2114,-2.1973
17472.0,0.0267,0.0002,1.0096,4.0283,-4.1504,-2.1973
17481.0,0.0287,0.0016,1.0126,4.0894,-4.0894,-2.6245
17491.0,0.0337,0.0326,1.0085,4.0894,-4.3335,-6.2866
17501.0,0.0298,0.0472,1.0109,3.9062,-4.5166,-9.2163
17511.0,0.0265,0.0536,1.0067,3.8452,-4.3945,-8.4229
17520.0,0.032,0.0662,1.0057,3.9062,-4.3335,-6.958
17530.0,0.027,0.0751,1.0135,3.9673,-4.2725,-5.9814
17540.0,0.0212,0.0609,1.0126,4.2725,-4.2725,-6.3477
17550.0,0.0145,0.0712,1.0137,3.9673,-4.2114,-6.1646
17559.0,0.0105,0.0808,1.0062,4.0894,-4.2114,-5.9814
17569.0,0.0076,0.0654,1.0095,4.1504,-4.0283,-5.7983
17579.0,0.0015,0.0737,1.0135,4.0894,-4.2114,-4.9438
17588.0,0.0062,0.08,1.0099,4.2114,-4.2114,-5.0049
17598.0,0.0125,0.063,1.01,4.1504,-4.2114,-4.2725
17608.0,0.0242,0.0536,1.01,4.2725,-4.2725,-4.1504
17618.0,0.0294,0.0426,1.0079,3.9673,-4.2114,-4.6387
17627.0,0.0365,0.0321,1.012,3.8452,-4.0894,-4.8218
17637.0,0.0309,0.0132,1.0106,3.7842,-4.0894,-5.249
17647.0,0.0192,0.0265,1.0127,4.0283,-4.2114,-5.0049
17656.0,0.012,0.0304,1.0122,3.9673,-4.0894,-3.7842
17666.0,0.025,0.0325,1.0125,3.8452,-4.0283,-1.2817
17676.0,0.0284,0.0076,1.0106,4.0894,-4.2114,-0.6104
17686.0,0.0194,0.0292,1.0156,4.0283,-4.2114,-1.9531
17695.0,0.0211,0.0208,1.012,4.0283,-4.2725,-3.2349
17705.0,0.0264,0.0637,1.0096,4.0283,-4.1504,-3.54
17715.0,0.0153,0.0437,1.0123,4.2114,-4.1504,-3.2349
17724.0,0.0195,0.0696,1.0067,4.0894,-4.0894,-2.5635
17734.0,0.0267,0.0616,1.0085,4.1504,-3.9673,-1.5869
17744.0,0.0312,0.0559,1.0087,3.9673,-3.9062,-0.4883
17754.0,0.038,0.042,1.015,3.9673,-3.7842,-0.3052
17763.0,0.0334,0.0197,1.0118,3.9062,-3.8452,-0.3662
17773.0,0.0419,0.0167,1.0087,4.0894,-3.9673,-0.9766
17783.0,0.0188,0.054,1.0138,3.8452,-4.1504,-2.6245
17793.0,0.0338,0.0582,1.0123,4.0283,-4.1504,-2.7466
17802.0,0.0375,0.069,1.0092,3.9062,-3.7842,-2.6245
17812.0,0.0299,0.0918,1.0071,3.8452,-4.0283,-3.6621
17822.0,0.0304,0.0707,1.0116,3.7842,-4.0283,-2.7466
17831.0,0.0306,0.0552,1.0134,3.7842,-3.9673,-1.8921
17841.0,0.0303,0.0684,1.0157,3.6621,-3.7842,-2.1362
17851.0,0.0355,0.0411,1.0114,3.9062,-4.0894,-2.1973
17861.0,0.036,0.0476,1.01,3.8452,-3.8452,-3.1128
17870.0,0.0367,0.0579,1.0112,3.8452,-3.9673,-4.0894
17880.0,0.0392,0.0548,1.0116,4.0283,-4.1504,-4.1504
17890.0,0.0397,0.0383,1.0122,3.7231,-4.0894,-3.2349
17899.0,0.0361,0.0305,1.0095,4.0283,-3.9062,-2.7466
17909.0,0.0315,0.0229,1.0084,4.0894,-4.2114,-2.6245
17919.0,0.0297,0.0214,1.0146,4.0894,-4.0283,-3.0518
17929.0,0.0171,0.048,1.0103,4.3945,-3.7842,-4.2114
17938.0,0.0192,0.0502,1.0095,4.0894,-4.0283,-4.5166
17948.0,0.0271,0.0642,1.0081,4.5166,-4.0894,-4.4556
17958.0,0.0267,0.0475,1.0099,4.5166,-4.1504,-3.7231
17968.0,0.049,0.033,1.0074,4.5776,-4.0894,-3.1738
17977.0,0.0562,0.0289,1.01,4.4556,-3.9062,-3.7842
17987.0,0.0552,0.0121,1.0137,4.4556,-4.0894,-4.2114
17997.0,0.0436,0.0322,1.0092,3.7231,-4.0894,-3.8452
18007.0,0.0242,-0.001,1.0103,4.0283,-4.2114,-3.2349
18016.0,0.0059,0.0107,1.0096,4.5776,-3.8452,-2.4414
18026.0,0.0131,-0.0032,1.0104,5.0049,-3.7842,-0.8545
18036.0,0.0197,-0.0118,1.0093,5.0049,-3.6621,0.2441
18045.0,0.0221,-0.0009,1.0126,4.8828,-3.6011,-0.5493
18055.0,0.0375,-0.0054,1.0115,5.0049,-3.6621,-1.1597
18065.0,0.0411,0.0067,1.0111,4.6387,-3.8452,-2.9297
18074.0,0.0492,0.005,1.0117,4.5166,-4.0283,-5.6152
18084.0,0.0342,0.0087,1.0115,3.9062,-4.2114,-7.8125
18094.0,0.0228,-0.0153,1.0131,4.0283,-3.7231,-7.7515
18104.0,0.0181,-0.0283,1.0112,4.0283,-3.8452,-6.5918
18113.0,0.0178,-0.0291,1.0094,4.0283,-3.9673,-5.8594
18123.0,0.0161,-0.0193,1.0133,4.6387,-4.0283,-4.5776
18133.0,0.0208,-0.0183,1.0094,4.7607,-4.0283,-3.3569
18142.0,0.0298,-0.0216,1.0109,4.3945,-3.9673,-3.0518
18152.0,0.0408,0.0059,1.0103,4.2114,-3.8452,-3.1738
18162.0,0.0291,-0.0007,1.0107,4.3335,-3.9062,-2.9297
18172.0,0.0321,0.0033,1.0081,4.3945,-4.0894,-2.1973
18181.0,0.0219,0.0024,1.0085,4.2114,-3.8452,-2.5024
18191.0,0.0253,-0.009,1.0089,4.4556,-3.8452,-2.4414
18201.0,0.0304,-0.0159,1.01,4.4556,-4.1504,-2.0142
18211.0,0.0299,-0.0107,1.0094,4.5166,-4.0894,-2.0142
18220.0,0.0249,-0.0311,1.0128,4.3945,-4.2114,-2.0752
18230.0,0.0406,-0.0046,1.0094,4.4556,-4.4556,-3.1128
18239.0,0.0355,-0.0177,1.0122,4.3335,-4.3335,-3.6011
18249.0,0.0436,-0.0082,1.0073,4.2114,-4.2114,-3.7842
18259.0,0.0242,-0.0107,1.0089,4.4556,-4.2114,-4.1504
18269.0,0.0239,-0.005,1.0131,4.4556,-4.3945,-4.6997
18278.0,0.0187,-0.0015,1.0126,4.1504,-4.3945,-4.9438
18288.0,0.0054,0.012,1.0122,3.9673,-4.1504,-4.4556
18298.0,0.0104,-0.0059,1.0104,3.9673,-4.2114,-3.479
18308.0,0.0182,0.0098,1.0094,4.0283,-4.0894,-1.8921
18317.0,0.0258,-0.0011,1.0089,4.1504,-4.3335,-1.3428
18327.0,0.0244,-0.0126,1.0098,4.1504,-4.5166,-1.0376
18337.0,0.0282,-0.0027,1.01,4.3945,-4.2725,-1.4038
18347.0,0.0243,-0.0101,1.0121,4.6387,-4.4556,-3.1128
18356.0,0.0294,-0.0023,1.0117,4.0283,-4.4556,-4.1504
18366.0,0.0132,-0.0243,1.0104,4.0283,-4.0894,-5.6763
18375.0,0.0181,-0.0293,1.0112,4.1504,-4.2725,-7.1411
18385.0,0.0116,-0.0023,1.0096,4.1504,-4.3335,-8.667
18395.0,0.0109,0.0074,1.0087,4.2725,-4.4556,-9.2773
18405.0,0.0073,0.0013,1.0094,3.9062,-4.3335,-9.2773
18414.0,0.0125,0.0095,1.0112,3.418,-4.5166,-8.606
18424.0,0.0219,0.0332,1.0112,3.7842,-4.2725,-7.0801
18434.0,0.0131,0.0345,1.0087,3.6621,-4.3945,-5.3101
18444.0,0.0227,0.0176,1.0094,3.9062,-4.4556,-3.2959
18453.0,0.0234,-0.0037,1.0094,3.7842,-4.2725,-2.2583
18463.0,0.0219,-0.019,1.0104,3.54,-4.2725,-2.3804
18473.0,0.026,0.0046,1.0092,3.6011,-4.2725,-3.0518
18482.0,0.0193,-0.0001,1.0096,3.479,-4.4556,-3.479
18492.0,0.0216,-0.0062,1.0093,3.2349,-4.5166,-4.5166
18502.0,0.0229,-0.0077,1.0087,3.54,-4.2114,-4.8828
18512.0,0.0198,-0.014,1.0093,3.418,-4.0283,-4.4556
18522.0,0.0216,-0.0083,1.0106,3.2959,-4.2114,-4.1504
18531.0,0.0186,0.0116,1.0096,3.3569,-3.9673,-3.9062
18541.0,0.0209,0.0027,1.0084,3.2959,-4.1504,-3.1128
18550.0,0.0188,0.0189,1.0079,3.54,-4.0283,-2.1973
18560.0,0.0219,0.0209,1.0115,3.6011,-3.9673,-1.8311
18570.0,0.0261,0.0305,1.0079,3.9673,-4.2114,-1.709
18580.0,0.0275,-0.0126,1.0128,3.8452,-4.0894,-1.0376
18589.0,0.0342,0.0085,1.01,3.9673,-4.0894,-1.709
18599.0,0.0319,-0.0122,1.0099,4.1504,-4.3335,-2.3193
18609.0,0.0332,-0.014,1.0099,4.0283,-4.0894,-2.1973
18619.0,0.0358,-0.0319,1.0083,3.9673,-4.0894,-2.0142
18628.0,0.0365,-0.0336,1.006,3.8452,-4.2114,-2.2583
18638.0,0.041,-0.0312,1.01,4.2114,-4.0894,-3.0518
18648.0,0.0349,-0.0358,1.0105,4.2725,-4.1504,-3.9673
18657.0,0.0294,-0.0243,1.0074,4.0894,-4.1504,-4.3945
18667.0,0.0155,-0.0308,1.0098,3.9673,-4.2114,-4.3945
18677.0,0.0118,-0.0183,1.0109,3.9673,-4.1504,-4.3335
18686.0,0.0103,-0.0243,1.0092,4.0894,-4.3335,-4.0283
18696.0,0.0154,-0.0258,1.0095,3.7842,-4.2114,-3.418
18706.0,0.0139,-0.0356,1.0111,3.8452,-4.0283,-2.8687
18716.0,0.021,-0.0189,1.0106,3.7842,-4.0283,-3.0518
18726.0,0.0325,-0.0001,1.0105,3.6621,-4.0283,-2.3804
18735.0,0.0258,-0.0265,1.0092,3.9062,-4.0283,-2.0142
18745.0,0.0338,-0.0331,1.0095,3.9062,-4.0283,-2.0142
18755.0,0.0304,-0.0383,1.0092,3.7842,-4.0283,-2.0142
18764.0,0.0369,-0.0396,1.0095,3.7842,-4.1504,-2.0142
18774.0,0.0381,-0.0363,1.0068,3.9062,-4.2114,-2.4414
18784.0,0.0251,-0.0138,1.0104,4.2114,-4.0894,-2.8687
18794.0,0.0284,-0.0231,1.0106,4.0894,-4.0283,-3.418
18803.0,0.0131,-0.0132,1.0112,3.9062,-4.0894,-4.1504
18813.0,0.0082,-0.0182,1.0101,4.0283,-4.1504,-4.5776
18822.0,0.0117,-0.0287,1.0095,3.9062,-4.2114,-4.1504
18832.0,0.0127,-0.0295,1.0087,4.0894,-4.0894,-3.6011
18842.0,0.0139,-0.053,1.0084,4.1504,-4.0283,-2.5024
18852.0,0.0153,-0.045,1.0105,4.0894,-4.0894,-2.0142
18862.0,0.0192,-0.0385,1.0101,4.0894,-4.0894,-1.5869
18871.0,0.0164,-0.0344,1.0115,4.0283,-4.2114,-1.2817
18881.0,0.021,-0.0192,1.0116,4.1504,-4.1504,-0.9766
18891.0,0.0203,-0.0087,1.0131,4.1504,-4.1504,-0.5493
18901.0,0.017,-0.0105,1.0081,4.1504,-4.0894,-0.2441
18910.0,0.0166,-0.0175,1.0065,4.4556,-4.2725,-0.1221
18920.0,0.0205,-0.0199,1.0104,4.5166,-4.2114,-0.3052
18930.0,0.0236,-0.0302,1.0093,4.3335,-4.3335,-0.6104
18939.0,0.0273,-0.0322,1.0111,4.5776,-4.2725,-0.9155
18949.0,0.0227,-0.0409,1.0117,4.4556,-4.2114,-1.4038
18959.0,0.0212,-0.0409,1.0096,4.3335,-4.0894,-2.1362
18968.0,0.0183,-0.0411,1.0109,4.5166,-4.1504,-3.0518
18978.0,0.0188,-0.0515,1.0118,4.4556,-4.0894,-3.6011
18988.0,0.019,-0.0364,1.0103,4.4556,-4.1504,-3.6011
18997.0,0.0205,-0.0219,1.011,4.4556,-4.2114,-3.2959
19007.0,0.0216,-0.0167,1.0109,4.5166,-4.2114,-3.3569
19017.0,0.0214,-0.0104,1.0127,4.5776,-4.1504,-3.54
19027.0,0.0184,0.0032,1.0106,4.5166,-4.0894,-3.479
19036.0,0.0245,-0.0012,1.0077,4.5776,-4.0894,-3.479
19046.0,0.028,0.0114,1.0106,4.5166,-4.0283,-3.3569
19056.0,0.0303,-0.0037,1.0112,4.3335,-4.2114,-3.0518
19065.0,0.0227,-0.0172,1.0112,4.3335,-4.0283,-3.0518
19075.0,0.0294,-0.0273,1.0098,4.5166,-4.2114,-3.2959
19085.0,0.0236,-0.0282,1.0111,4.4556,-4.0894,-3.0518
19095.0,0.03,-0.0249,1.0123,4.3335,-4.0283,-2.5635
19104.0,0.0315,-0.0297,1.0127,4.4556,-4.0283,-1.9531
19114.0,0.0258,-0.0061,1.0121,4.6387,-4.1504,-1.77
19124.0,0.0321,-0.0083,1.0138,4.4556,-4.2114,-1.4648
19134.0,0.0214,-0.0137,1.0133,4.4556,-4.1504,-1.4038
19143.0,0.0227,-0.0157,1.0112,4.5166,-4.2725,-1.3428
19153.0,0.0162,-0.0101,1.0099,4.5776,-4.2114,-1.2817
19163.0,0.005,-0.0077,1.0116,4.5776,-4.3335,-1.0376
19173.0,0.017,-0.0209,1.0115,4.4556,-4.1504,-0.4272
19182.0,0.026,-0.017,1.0103,4.3945,-4.1504,0.061
19192.0,0.027,-0.0275,1.009,4.3945,-4.1504,0.6104
19202.0,0.0267,-0.0294,1.0125,4.3945,-4.0894,0.7935
19211.0,0.0222,-0.0183,1.0099,4.3945,-4.2114,0.1221
19221.0,0.0225,-0.01,1.0116,4.2725,-4.2114,-0.5493
19231.0,0.0255,-0.0179,1.0112,4.3945,-4.2725,-0.4883
